family,metric,ttft_threshold_ms,allocation,baseline,workload,rate,n,mean,sd,ci95_low,ci95_high,p_value,q_value_bh,q_value_bh_within_metric,cohen_dz,bh_significant_q05
primary_goodput,goodput_req_s,1000.0,state_only,full,random,35.0,3,0.017561875584805858,0.017626862898344416,-0.026225679280824237,0.06134943045043595,0.2265494541579726,0.253285104027547,,0.9963131662217295,False
primary_goodput,goodput_req_s,2000.0,state_only,full,random,35.0,3,0.017561875584805858,0.017626862898344416,-0.026225679280824237,0.06134943045043595,0.2265494541579726,0.253285104027547,,0.9963131662217295,False
primary_goodput,goodput_req_s,3000.0,state_only,full,random,35.0,3,0.017561875584805858,0.017626862898344416,-0.026225679280824237,0.06134943045043595,0.2265494541579726,0.253285104027547,,0.9963131662217295,False
primary_goodput,goodput_req_s,250.0,joint,full,random,35.0,3,-3.8794574378377114,1.496728532070131,-7.5975372286058365,-0.16137764706958624,0.04620449916427764,0.08663343593302059,,-2.5919579634604943,False
primary_goodput,goodput_req_s,500.0,joint,full,random,35.0,3,-0.27154454050328763,0.03275637367912097,-0.35291588365977794,-0.19017319734679733,0.004815510793852619,0.02099473470757328,,-8.289823017752758,True
primary_goodput,goodput_req_s,1000.0,joint,full,random,35.0,3,-0.28249438829712875,0.02759338919951438,-0.3510401670026467,-0.21394860959161083,0.0031652164823248717,0.016757028435837557,,-10.237756089132407,True
primary_goodput,goodput_req_s,2000.0,joint,full,random,35.0,3,-0.28249438829712875,0.02759338919951438,-0.3510401670026467,-0.21394860959161083,0.0031652164823248717,0.016757028435837557,,-10.237756089132407,True
primary_goodput,goodput_req_s,3000.0,joint,full,random,35.0,3,-0.28249438829712875,0.02759338919951438,-0.3510401670026467,-0.21394860959161083,0.0031652164823248717,0.016757028435837557,,-10.237756089132407,True
primary_goodput,goodput_req_s,250.0,kv_only,full,random,40.0,3,9.739844481718913,2.729944204815026,2.9582871315636403,16.521401831874186,0.02520109578088757,0.058156374878971316,,3.5677815189555715,False
primary_goodput,goodput_req_s,500.0,kv_only,full,random,40.0,3,25.949466605639742,1.0834027436004245,23.258144993248155,28.64078821803133,0.0005805283433134374,0.008038084753570672,,23.951819172437226,True
primary_goodput,goodput_req_s,1000.0,kv_only,full,random,40.0,3,27.66162846550996,4.207638025310126,17.209276169442386,38.11398076157754,0.007624491355873464,0.031191101001300535,,6.574146421131639,True
primary_goodput,goodput_req_s,2000.0,kv_only,full,random,40.0,3,22.428794328204763,5.1711075343816155,9.583051090531125,35.274537565878404,0.017261344753995257,0.048948733816851414,,4.337328933711084,True
primary_goodput,goodput_req_s,3000.0,kv_only,full,random,40.0,3,15.075379367697636,3.654849682651789,5.996229440243601,24.15452929515167,0.019034515472942763,0.048948733816851414,,4.124760435225244,True
primary_goodput,goodput_req_s,250.0,state_only,full,random,40.0,3,3.6674818423308686,1.614460859962265,-0.3430612640462627,7.678024948708,0.05894165776686314,0.10219527863641664,,2.2716449393617317,False
primary_goodput,goodput_req_s,500.0,state_only,full,random,40.0,3,7.346407576053142,5.455857900073942,-6.2066947834715,20.899509935577782,0.14492194047164067,0.20221666112321954,,1.3465173966414299,False
primary_goodput,goodput_req_s,1000.0,state_only,full,random,40.0,3,20.552166035848263,4.7648701385835714,8.715572432999792,32.38875963869673,0.017449429377736317,0.048948733816851414,,4.31326886947599,True
primary_goodput,goodput_req_s,2000.0,state_only,full,random,40.0,3,22.089143400397223,5.271801414554011,8.99326269764487,35.18502410314957,0.01846208930382043,0.048948733816851414,,4.190056047903304,True
primary_goodput,goodput_req_s,3000.0,state_only,full,random,40.0,3,14.735728439890096,3.7512155322857264,5.417192471235536,24.054264408544654,0.020925642379009228,0.05090021119218461,,3.928254271998917,False
primary_goodput,goodput_req_s,250.0,joint,full,random,40.0,3,11.582179703188652,3.670996239712471,2.4629195044252494,20.701439901952057,0.031892906544709276,0.06834194259580559,,3.1550508218705833,False
primary_goodput,goodput_req_s,500.0,joint,full,random,40.0,3,27.27862413676122,1.4197885435003175,23.75167387314101,30.80557440038143,0.0009017650514777005,0.011078614064932766,,19.213159777658905,True
primary_goodput,goodput_req_s,1000.0,joint,full,random,40.0,3,27.72955470348295,4.337729448984076,16.954037395891625,38.505072011074276,0.00805830206211029,0.03223320824844116,,6.392642747688514,True
primary_goodput,goodput_req_s,2000.0,joint,full,random,40.0,3,22.355783167386573,5.122043761874613,9.631921097278319,35.07964523749483,0.017051616209920534,0.048948733816851414,,4.364621664068836,True
primary_goodput,goodput_req_s,3000.0,joint,full,random,40.0,3,15.002368206879444,3.5763342894853896,6.118261328542966,23.88647508521592,0.01842063852342058,0.048948733816851414,,4.194900977514097,True
primary_goodput,goodput_req_s,250.0,kv_only,full,random,45.0,3,1.0397247098301305,1.5848929539300083,-2.8973676461147813,4.976817065775043,0.3736618502135749,0.39564195904966754,,0.6560220406381128,False
primary_goodput,goodput_req_s,500.0,kv_only,full,random,45.0,3,1.8017787150979894,2.0189823301020087,-3.213651430465964,6.8172088606619425,0.2622060743578187,0.2809350796690914,,0.8924192590664995,False
primary_goodput,goodput_req_s,1000.0,kv_only,full,random,45.0,3,2.4601374106066767,1.1448038272943297,-0.38371294933127986,5.303987770544634,0.06520079950220455,0.10478699919997159,,2.1489598059966775,False
primary_goodput,goodput_req_s,2000.0,kv_only,full,random,45.0,3,5.808734147242631,2.700464042343406,-0.899590419568363,12.517058714053626,0.06508825234938864,0.10478699919997159,,2.151013328139683,False
primary_goodput,goodput_req_s,3000.0,kv_only,full,random,45.0,3,9.072593849910566,0.7237458893647354,7.274709392415345,10.870478307405788,0.0021145056399999654,0.013124517765517025,,12.535606741578862,True
primary_goodput,goodput_req_s,250.0,state_only,full,random,45.0,3,0.8423472691579805,0.5432544493330179,-0.5071715955063281,2.1918661338222893,0.11517909017766013,0.16993636255720349,,1.5505575153451105,False
primary_goodput,goodput_req_s,500.0,state_only,full,random,45.0,3,1.6095841072911063,1.6094115529545898,-2.3884158251300533,5.6075840397122665,0.22537011436521126,0.253285104027547,,1.0001072157933748,False
primary_goodput,goodput_req_s,1000.0,state_only,full,random,45.0,3,1.8675652707046522,0.5886384705237582,0.40530624748954946,3.3298242939197547,0.031555893401162195,0.06834194259580559,,3.172686401286229,False
primary_goodput,goodput_req_s,2000.0,state_only,full,random,45.0,3,3.6363891014509995,1.6782425641010588,-0.532596541497012,7.8053747443990105,0.06423322402279165,0.10478699919997159,,2.1667839794057486,False
primary_goodput,goodput_req_s,3000.0,state_only,full,random,45.0,3,4.699311696082783,1.1332061692419815,1.8842715158806502,7.514351876284916,0.018837357322189947,0.048948733816851414,,4.146916795578534,True
primary_goodput,goodput_req_s,250.0,joint,full,random,45.0,3,1.0574393465158807,1.7455429494545718,-3.2787297217041216,5.3936084147358825,0.4041491696801275,0.4254201786106605,,0.6057939432806839,False
primary_goodput,goodput_req_s,500.0,joint,full,random,45.0,3,2.5817332131714896,2.6161778972010397,-3.917212961913291,9.08067938825627,0.22953144154205035,0.2550349350467226,,0.9868339671906864,False
primary_goodput,goodput_req_s,1000.0,joint,full,random,45.0,3,3.3470385788372083,1.840574399893433,-1.225201699220301,7.919278856894717,0.08773766579695731,0.13614465382286478,,1.8184750255306157,False
primary_goodput,goodput_req_s,2000.0,joint,full,random,45.0,3,10.353300144827648,2.8663328701891446,3.2329345675612293,17.473665722094065,0.02460980963590371,0.058120660947987984,,3.612036917451409,False
primary_goodput,goodput_req_s,3000.0,joint,full,random,45.0,3,20.470896682409016,4.8157174817486705,8.507991276861812,32.433802087956224,0.01795181628577974,0.048948733816851414,,4.250850835829281,True
primary_goodput,goodput_req_s,250.0,kv_only,full,random,50.0,3,0.18985235513111864,0.32831038351647057,-0.6257158497213599,1.0054205599835973,0.4220364373636109,0.44166603910145324,,0.5782709431777512,False
primary_goodput,goodput_req_s,500.0,kv_only,full,random,50.0,3,0.7108990046966187,0.3614229714545246,-0.1869254285864289,1.6087234379796662,0.07641315186299302,0.12172006491450216,,1.966944718083771,False
primary_goodput,goodput_req_s,1000.0,kv_only,full,random,50.0,3,1.3870379184137,1.2235075434449518,-1.6523233108689102,4.42639914769631,0.18855511084012633,0.23406841345670856,,1.1336570222593856,False
primary_goodput,goodput_req_s,2000.0,kv_only,full,random,50.0,3,1.8970982605622477,0.7901624889308194,-0.06577417660130358,3.859970697725799,0.053250309473547544,0.09490154163602532,,2.4008963816154316,False
primary_goodput,goodput_req_s,3000.0,kv_only,full,random,50.0,3,3.1631083488521834,0.9830683710672211,0.7210311350551319,5.605185562649234,0.030721206595335084,0.0674367949653697,,3.21758734381649,False
primary_goodput,goodput_req_s,250.0,state_only,full,random,50.0,3,0.23964098177573642,0.0643997194746759,0.07966321000255186,0.39961875354892096,0.023236909622704725,0.055768583094491335,,3.7211494666521205,False
primary_goodput,goodput_req_s,500.0,state_only,full,random,50.0,3,0.6087988165456379,0.38725482205624495,-0.35319549098144365,1.5707931240727195,0.11255469756704713,0.16743674018238416,,1.57208840760985,False
primary_goodput,goodput_req_s,1000.0,state_only,full,random,50.0,3,0.8749894428173629,0.5877995736465789,-0.5851856450288692,2.335164530663595,0.12323128628588774,0.17745305225167834,,1.4885846843833543,False
primary_goodput,goodput_req_s,2000.0,state_only,full,random,50.0,3,1.3938981467997837,0.4515751123211747,0.27212338059486263,2.515672913004705,0.033249578564930556,0.07041087225514706,,3.0867470521900655,False
primary_goodput,goodput_req_s,3000.0,state_only,full,random,50.0,3,2.079027781623315,0.6088425010784976,0.5665791641778282,3.5914763990688017,0.027416770391033365,0.06168773337982507,,3.4147218335456966,False
primary_goodput,goodput_req_s,250.0,joint,full,random,50.0,3,0.23273961192352086,0.21869604734919412,-0.3105314867073481,0.7760107105543899,0.20660910645179323,0.24466867869291303,,1.0642149903692737,False
primary_goodput,goodput_req_s,500.0,joint,full,random,50.0,3,1.787669298733132,1.4750371921738663,-1.8765262165802883,5.451864814046552,0.17065385119712145,0.2217577292486514,,1.2119486262570218,False
primary_goodput,goodput_req_s,1000.0,joint,full,random,50.0,3,2.397374916792131,1.9096965154755614,-2.346574215298909,7.141324048883171,0.161710920150604,0.2174865189536154,,1.2553695822161177,False
primary_goodput,goodput_req_s,2000.0,joint,full,random,50.0,3,3.524046953544266,1.2340368830237287,0.45852939473419063,6.589564512354341,0.038527694922187654,0.075349471688057,,2.855706342349659,False
primary_goodput,goodput_req_s,3000.0,joint,full,random,50.0,3,5.769133586342775,1.6287647837661434,1.7230575634184264,9.815209609267125,0.025554888422963478,0.05822632805232184,,3.542029913615263,False
primary_goodput,goodput_req_s,250.0,kv_only,full,sharegpt,20.0,3,-0.7744364194778358,0.05747943226131528,-0.9172232448081676,-0.631649594147504,0.001831209135310311,0.011772058726994857,,-13.473278858376021,True
primary_goodput,goodput_req_s,500.0,kv_only,full,sharegpt,20.0,3,-0.7744364194778358,0.05747943226131528,-0.9172232448081676,-0.631649594147504,0.001831209135310311,0.011772058726994857,,-13.473278858376021,True
primary_goodput,goodput_req_s,1000.0,kv_only,full,sharegpt,20.0,3,-0.7744364194778358,0.05747943226131528,-0.9172232448081676,-0.631649594147504,0.001831209135310311,0.011772058726994857,,-13.473278858376021,True
primary_goodput,goodput_req_s,2000.0,kv_only,full,sharegpt,20.0,3,-0.7744364194778358,0.05747943226131528,-0.9172232448081676,-0.631649594147504,0.001831209135310311,0.011772058726994857,,-13.473278858376021,True
primary_goodput,goodput_req_s,3000.0,kv_only,full,sharegpt,20.0,3,-0.7744364194778358,0.05747943226131528,-0.9172232448081676,-0.631649594147504,0.001831209135310311,0.011772058726994857,,-13.473278858376021,True
primary_goodput,goodput_req_s,250.0,state_only,full,sharegpt,20.0,3,0.012798401888143,0.012333834658808166,-0.01784054191829563,0.04343734569458163,0.21411877623288378,0.24548649504407055,,1.037666082137972,False
primary_goodput,goodput_req_s,500.0,state_only,full,sharegpt,20.0,3,0.012798401888143,0.012333834658808166,-0.01784054191829563,0.04343734569458163,0.21411877623288378,0.24548649504407055,,1.037666082137972,False
primary_goodput,goodput_req_s,1000.0,state_only,full,sharegpt,20.0,3,0.012798401888143,0.012333834658808166,-0.01784054191829563,0.04343734569458163,0.21411877623288378,0.24548649504407055,,1.037666082137972,False
primary_goodput,goodput_req_s,2000.0,state_only,full,sharegpt,20.0,3,0.012798401888143,0.012333834658808166,-0.01784054191829563,0.04343734569458163,0.21411877623288378,0.24548649504407055,,1.037666082137972,False
primary_goodput,goodput_req_s,3000.0,state_only,full,sharegpt,20.0,3,0.012798401888143,0.012333834658808166,-0.01784054191829563,0.04343734569458163,0.21411877623288378,0.24548649504407055,,1.037666082137972,False
primary_goodput,goodput_req_s,250.0,joint,full,sharegpt,20.0,3,-0.7329995039855284,0.04512394369430216,-0.8450935942194429,-0.6209054137516139,0.0012608502414163658,0.011347652172747292,,-16.244136570848635,True
primary_goodput,goodput_req_s,500.0,joint,full,sharegpt,20.0,3,-0.7329995039855284,0.04512394369430216,-0.8450935942194429,-0.6209054137516139,0.0012608502414163658,0.011347652172747292,,-16.244136570848635,True
primary_goodput,goodput_req_s,1000.0,joint,full,sharegpt,20.0,3,-0.7329995039855284,0.04512394369430216,-0.8450935942194429,-0.6209054137516139,0.0012608502414163658,0.011347652172747292,,-16.244136570848635,True
primary_goodput,goodput_req_s,2000.0,joint,full,sharegpt,20.0,3,-0.7329995039855284,0.04512394369430216,-0.8450935942194429,-0.6209054137516139,0.0012608502414163658,0.011347652172747292,,-16.244136570848635,True
primary_goodput,goodput_req_s,3000.0,joint,full,sharegpt,20.0,3,-0.7329995039855284,0.04512394369430216,-0.8450935942194429,-0.6209054137516139,0.0012608502414163658,0.011347652172747292,,-16.244136570848635,True
primary_goodput,goodput_req_s,250.0,kv_only,full,sharegpt,25.0,3,-1.4635586027121938,0.5146597911579581,-2.7420443986492264,-0.18507280677516103,0.038833941349721526,0.075349471688057,,-2.843739938220668,False
primary_goodput,goodput_req_s,500.0,kv_only,full,sharegpt,25.0,3,-1.47396526634855,0.4994106716687516,-2.714570149491458,-0.23336038320564212,0.0362014117121197,0.0724028234242394,,-2.951409230850797,False
primary_goodput,goodput_req_s,1000.0,kv_only,full,sharegpt,25.0,3,-1.47396526634855,0.4994106716687516,-2.714570149491458,-0.23336038320564212,0.0362014117121197,0.0724028234242394,,-2.951409230850797,False
primary_goodput,goodput_req_s,2000.0,kv_only,full,sharegpt,25.0,3,-1.47396526634855,0.4994106716687516,-2.714570149491458,-0.23336038320564212,0.0362014117121197,0.0724028234242394,,-2.951409230850797,False
primary_goodput,goodput_req_s,3000.0,kv_only,full,sharegpt,25.0,3,-1.47396526634855,0.4994106716687516,-2.714570149491458,-0.23336038320564212,0.0362014117121197,0.0724028234242394,,-2.951409230850797,False
primary_goodput,goodput_req_s,250.0,state_only,full,sharegpt,25.0,3,0.04241371746377354,0.049281241066799694,-0.08000767195212266,0.16483510687966973,0.27453040693479724,0.2923992499897249,,0.860646293511209,False
primary_goodput,goodput_req_s,500.0,state_only,full,sharegpt,25.0,3,0.03200705382741731,0.0345283590729831,-0.05376614507063668,0.1177802527254713,0.24958980305296835,0.26901894939840904,,0.9269787121873799,False
primary_goodput,goodput_req_s,1000.0,state_only,full,sharegpt,25.0,3,0.03200705382741731,0.0345283590729831,-0.05376614507063668,0.1177802527254713,0.24958980305296835,0.26901894939840904,,0.9269787121873799,False
primary_goodput,goodput_req_s,2000.0,state_only,full,sharegpt,25.0,3,0.03200705382741731,0.0345283590729831,-0.05376614507063668,0.1177802527254713,0.24958980305296835,0.26901894939840904,,0.9269787121873799,False
primary_goodput,goodput_req_s,3000.0,state_only,full,sharegpt,25.0,3,0.03200705382741731,0.0345283590729831,-0.05376614507063668,0.1177802527254713,0.24958980305296835,0.26901894939840904,,0.9269787121873799,False
primary_goodput,goodput_req_s,250.0,joint,full,sharegpt,25.0,3,-1.3501526521712084,0.5689313999495669,-2.7634565981848374,0.06315129384242035,0.05440291182716788,0.09600513851853154,,-2.3731378726695223,False
primary_goodput,goodput_req_s,500.0,joint,full,sharegpt,25.0,3,-1.3605593158075646,0.5539396712294091,-2.736621743143119,0.015503111527989777,0.05105966793242249,0.09190740227836049,,-2.4561507082313683,False
primary_goodput,goodput_req_s,1000.0,joint,full,sharegpt,25.0,3,-1.3605593158075646,0.5539396712294091,-2.736621743143119,0.015503111527989777,0.05105966793242249,0.09190740227836049,,-2.4561507082313683,False
primary_goodput,goodput_req_s,2000.0,joint,full,sharegpt,25.0,3,-1.3605593158075646,0.5539396712294091,-2.736621743143119,0.015503111527989777,0.05105966793242249,0.09190740227836049,,-2.4561507082313683,False
primary_goodput,goodput_req_s,3000.0,joint,full,sharegpt,25.0,3,-1.3605593158075646,0.5539396712294091,-2.736621743143119,0.015503111527989777,0.05105966793242249,0.09190740227836049,,-2.4561507082313683,False
primary_goodput,goodput_req_s,250.0,kv_only,full,sharegpt,30.0,3,-1.4387495699442745,0.2858449810820762,-2.1488278671648198,-0.7286712727237293,0.01290327298597378,0.04316131631130365,,-5.033321083679125,True
primary_goodput,goodput_req_s,500.0,kv_only,full,sharegpt,30.0,3,-1.4338360993260437,0.29071966965664453,-2.1560237942677123,-0.7116484043843749,0.013428014599261467,0.04316131631130365,,-4.932023006972596,True
primary_goodput,goodput_req_s,1000.0,kv_only,full,sharegpt,30.0,3,-1.4338360993260437,0.29071966965664453,-2.1560237942677123,-0.7116484043843749,0.013428014599261467,0.04316131631130365,,-4.932023006972596,True
primary_goodput,goodput_req_s,2000.0,kv_only,full,sharegpt,30.0,3,-1.4338360993260437,0.29071966965664453,-2.1560237942677123,-0.7116484043843749,0.013428014599261467,0.04316131631130365,,-4.932023006972596,True
primary_goodput,goodput_req_s,3000.0,kv_only,full,sharegpt,30.0,3,-1.4338360993260437,0.29071966965664453,-2.1560237942677123,-0.7116484043843749,0.013428014599261467,0.04316131631130365,,-4.932023006972596,True
primary_goodput,goodput_req_s,250.0,state_only,full,sharegpt,30.0,3,-0.00022762958356636886,0.040452168778057865,-0.10071638756722917,0.10026112840009643,0.9931083659313337,0.9931083659313337,,-0.005627129284841709,False
primary_goodput,goodput_req_s,500.0,state_only,full,sharegpt,30.0,3,-0.00022762958356636886,0.040452168778057865,-0.10071638756722917,0.10026112840009643,0.9931083659313337,0.9931083659313337,,-0.005627129284841709,False
primary_goodput,goodput_req_s,1000.0,state_only,full,sharegpt,30.0,3,-0.00022762958356636886,0.040452168778057865,-0.10071638756722917,0.10026112840009643,0.9931083659313337,0.9931083659313337,,-0.005627129284841709,False
primary_goodput,goodput_req_s,2000.0,state_only,full,sharegpt,30.0,3,-0.00022762958356636886,0.040452168778057865,-0.10071638756722917,0.10026112840009643,0.9931083659313337,0.9931083659313337,,-0.005627129284841709,False
primary_goodput,goodput_req_s,3000.0,state_only,full,sharegpt,30.0,3,-0.00022762958356636886,0.040452168778057865,-0.10071638756722917,0.10026112840009643,0.9931083659313337,0.9931083659313337,,-0.005627129284841709,False
primary_goodput,goodput_req_s,250.0,joint,full,sharegpt,30.0,3,-1.3638464580015597,0.27475102094886406,-2.0463658304825376,-0.6813270855205815,0.013259321203798847,0.04316131631130365,,-4.9639359056481736,True
primary_goodput,goodput_req_s,500.0,joint,full,sharegpt,30.0,3,-1.358913115045997,0.27802800857240456,-2.0495729760635513,-0.6682532540284427,0.013667750165246155,0.04316131631130365,,-4.8876842373674245,True
primary_goodput,goodput_req_s,1000.0,joint,full,sharegpt,30.0,3,-1.358913115045997,0.27802800857240456,-2.0495729760635513,-0.6682532540284427,0.013667750165246155,0.04316131631130365,,-4.8876842373674245,True
primary_goodput,goodput_req_s,2000.0,joint,full,sharegpt,30.0,3,-1.358913115045997,0.27802800857240456,-2.0495729760635513,-0.6682532540284427,0.013667750165246155,0.04316131631130365,,-4.8876842373674245,True
primary_goodput,goodput_req_s,3000.0,joint,full,sharegpt,30.0,3,-1.358913115045997,0.27802800857240456,-2.0495729760635513,-0.6682532540284427,0.013667750165246155,0.04316131631130365,,-4.8876842373674245,True
primary_goodput,goodput_req_s,250.0,kv_only,full,sharegpt,35.0,3,-1.9386081690315418,0.6006321582797247,-3.4306611643041993,-0.4465551737588842,0.03053928961416168,0.0674367949653697,,-3.2276130112379007,False
primary_goodput,goodput_req_s,500.0,kv_only,full,sharegpt,35.0,3,-1.774553033884935,0.4396301806585628,-2.866654944882481,-0.6824511228873884,0.019851430936834183,0.048948733816851414,,-4.036467722090116,True
primary_goodput,goodput_req_s,1000.0,kv_only,full,sharegpt,35.0,3,-1.774553033884935,0.4396301806585628,-2.866654944882481,-0.6824511228873884,0.019851430936834183,0.048948733816851414,,-4.036467722090116,True
primary_goodput,goodput_req_s,2000.0,kv_only,full,sharegpt,35.0,3,-1.774553033884935,0.4396301806585628,-2.866654944882481,-0.6824511228873884,0.019851430936834183,0.048948733816851414,,-4.036467722090116,True
primary_goodput,goodput_req_s,3000.0,kv_only,full,sharegpt,35.0,3,-1.774553033884935,0.4396301806585628,-2.866654944882481,-0.6824511228873884,0.019851430936834183,0.048948733816851414,,-4.036467722090116,True
primary_goodput,goodput_req_s,250.0,state_only,full,sharegpt,35.0,3,0.05796157313287509,0.049071538665831346,-0.06393888664053103,0.17986203290628122,0.1774061833989211,0.2217577292486514,,1.1811647791927482,False
primary_goodput,goodput_req_s,500.0,state_only,full,sharegpt,35.0,3,0.05796157313287509,0.049071538665831346,-0.06393888664053103,0.17986203290628122,0.1774061833989211,0.2217577292486514,,1.1811647791927482,False
primary_goodput,goodput_req_s,1000.0,state_only,full,sharegpt,35.0,3,0.05796157313287509,0.049071538665831346,-0.06393888664053103,0.17986203290628122,0.1774061833989211,0.2217577292486514,,1.1811647791927482,False
primary_goodput,goodput_req_s,2000.0,state_only,full,sharegpt,35.0,3,0.05796157313287509,0.049071538665831346,-0.06393888664053103,0.17986203290628122,0.1774061833989211,0.2217577292486514,,1.1811647791927482,False
primary_goodput,goodput_req_s,3000.0,state_only,full,sharegpt,35.0,3,0.05796157313287509,0.049071538665831346,-0.06393888664053103,0.17986203290628122,0.1774061833989211,0.2217577292486514,,1.1811647791927482,False
primary_goodput,goodput_req_s,250.0,joint,full,sharegpt,35.0,3,-2.059736310981338,0.23042132255279996,-2.6321346079261354,-1.4873380140365406,0.004145659405974993,0.020549671894655057,,-8.939000471665807,True
primary_goodput,goodput_req_s,500.0,joint,full,sharegpt,35.0,3,-1.6828820234529747,0.386541026407878,-2.643103164291465,-0.7226608826144846,0.017135118172255298,0.048948733816851414,,-4.353695748914367,True
primary_goodput,goodput_req_s,1000.0,joint,full,sharegpt,35.0,3,-1.6828820234529747,0.386541026407878,-2.643103164291465,-0.7226608826144846,0.017135118172255298,0.048948733816851414,,-4.353695748914367,True
primary_goodput,goodput_req_s,2000.0,joint,full,sharegpt,35.0,3,-1.6828820234529747,0.386541026407878,-2.643103164291465,-0.7226608826144846,0.017135118172255298,0.048948733816851414,,-4.353695748914367,True
primary_goodput,goodput_req_s,3000.0,joint,full,sharegpt,35.0,3,-1.6828820234529747,0.386541026407878,-2.643103164291465,-0.7226608826144846,0.017135118172255298,0.048948733816851414,,-4.353695748914367,True
